session_id,reason,hourly_adapter_kept,hourly_slack_h,real_slack_h,charge_h,dwell_h
2_39_79_379_2019-01-05 16:00:44.984489,valid,False,,0.001388888888888889,7.1738888888888885,7.175277777777778
2_39_125_21_2019-01-05 17:26:48.040576,valid,True,1.0,0.8747222222222222,0.9586111111111111,1.8333333333333333
2_39_91_437_2019-01-05 18:13:42.492305,valid,True,0.0,0.30333333333333334,1.6408333333333334,1.9441666666666666
2_39_138_29_2019-01-05 18:20:28.266831,valid,True,0.0,0.6661111111111111,1.1969444444444444,1.8630555555555555
2_39_131_30_2019-01-05 18:36:03.526833,valid,True,0.0,0.0019444444444444444,0.7883333333333333,0.7902777777777777
2_39_139_28_2019-01-05 18:54:42.549920,valid,True,0.0,0.35583333333333333,1.2247222222222223,1.5805555555555555
2_39_83_386_2019-01-05 19:25:44.927488,valid,True,0.0,0.0011111111111111111,2.956111111111111,2.957222222222222
2_39_131_30_2019-01-05 19:37:49.307057,valid,True,0.0,0.05694444444444444,4.648611111111111,4.705555555555556
2_39_139_28_2019-01-05 20:35:47.242130,valid,True,1.0,0.7741666666666667,0.875,1.6491666666666667
2_39_138_29_2019-01-05 20:43:25.597843,valid,True,0.0,0.0011111111111111111,1.4041666666666666,1.4052777777777778
2_39_129_17_2019-01-06 00:48:56.829773,valid,True,0.0,0.9655555555555555,1.0430555555555556,2.008611111111111
2_39_139_28_2019-01-06 01:17:44.814975,valid,False,,0.0011111111111111111,0.5275,0.5286111111111111
2_39_79_378_2019-01-06 02:21:12.017672,valid,True,11.0,10.8725,4.926944444444445,15.799444444444445
2_39_139_28_2019-01-06 02:26:38.381315,valid,True,0.0,0.001388888888888889,1.7413888888888889,1.7427777777777778
2_39_79_379_2019-01-06 16:58:35.361454,valid,True,0.0,0.36833333333333335,2.64,3.0083333333333333
2_39_139_28_2019-01-06 17:56:46.089550,valid,True,0.0,0.023055555555555555,2.076388888888889,2.0994444444444444
2_39_89_25_2019-01-06 18:11:42.318549,valid,False,,0.001388888888888889,1.2291666666666667,1.2305555555555556
2_39_79_380_2019-01-06 20:06:29.177954,valid,False,,0.45444444444444443,5.190555555555555,5.645
